index;budget;genres;original_title;popularity;revenue;runtime;title;vote_average;profit
3638;5000000;Drama;Rabbit Hole;10095184;5129058;910;Rabbit Hole;69;129058
3639;5000000;Comedy Drama Crime;Party Monster;4129165;742898;980;Party Monster;59;-4257102
3640;5000000;Horror Crime Thriller;Green Room;3,00E+16;3220371;950;Green Room;67;-1779629
3641;5000000;Comedy Drama Romance;The Oh in Ohio;6759235;0;880;The Oh in Ohio;58;-5000000
3642;5000000;Drama Science Fiction Mystery;Atlas Shrugged Part III: Who is John Galt?;1,73E+16;846704;990;Atlas Shrugged Part III: Who is John Galt?;39;-4153296
3643;7000000;Comedy Crime Drama;Bottle Rocket;11700578;560069;910;Bottle Rocket;68;-6439931
3644;6000000;Crime Drama Thriller;Albino Alligator;2,39E+16;0;970;Albino Alligator;56;-6000000
3645;0;Drama Foreign History;Gandhi, My Father;80704;0;1360;Gandhi, My Father;60;0
3646;0;Documentary;Standard Operating Procedure;888986;0;1170;Standard Operating Procedure;66;0
3647;0;Drama;Out of the Blue;679351;0;940;Out of the Blue;65;0
3648;5000000;Comedy Horror;Tucker and Dale vs Evil;19940245;5476793;890;Tucker and Dale vs Evil;73;476793
3649;0;Drama Romance;Lovely, Still;1286991;0;920;Lovely, Still;62;0
3650;0;Action Drama Romance;Tycoon;42442;0;1280;Tycoon;66;0
3651;0;Comedy Drama;Desert Blue;1116206;0;900;Desert Blue;55;0
3652;5000000;Horror Science Fiction Thriller;Decoys;3,05E+16;0;950;Decoys;47;-5000000
3653;5000000;Horror Thriller;The Visit;3894708;98450062;940;The Visit;60;93450062
3654;5000000;Drama War;Redacted;3792015;782102;900;Redacted;62;-4217898
3655;0;Romance Thriller;Fascination;2,20E+16;0;950;Fascination;38;0
3656;5000000;Horror Thriller Science Fiction;Area 51;7794;0;910;Area 51;42;-5000000
3657;5000000;Thriller;Mientras duermes;9136965;0;1070;Sleep Tight;70;-5000000
3658;0;Horror Comedy Crime Thriller;The Cottage;839685;0;920;The Cottage;63;0
3659;0;Drama Fantasy Comedy;Dead Like Me: Life After Death;7864905;0;870;Dead Like Me: Life After Death;58;0
3660;0;Comedy Documentary;Farce of the Penguins;1,96E+16;0;800;Farce of the Penguins;32;0
3661;0;Drama;Flying By;1,55E+16;0;950;Flying By;70;0
3662;5000000;Music Drama Comedy;Rudderless;10619574;0;1050;Rudderless;74;-5000000
3663;5000000;Family Animation;Henry & Me;999655;0;670;Henry & Me;30;-5000000
3664;0;Romance Comedy;Christmas Eve;1985243;0;950;Christmas Eve;61;0
3665;0;TV Movie Crime Drama Thriller;We Have Your Husband;102003;0;890;We Have Your Husband;50;0
3666;15000000;Thriller Drama;Dying of the Light;1,05E+16;0;940;Dying of the Light;45;-15000000
3667;0;Action Thriller War;Born Of War;1136568;0;1090;Born Of War;41;0
3668;5000000;Drama Action Thriller Science Fiction;Capricorn One;11095219;0;1230;Capricorn One;64;-5000000
3669;0;Comedy Drama;Should've Been Romeo;40703;0;0;Should've Been Romeo;0;0
3670;0;Family;Running Forever;28756;0;880;Running Forever;0;0
3671;5000000;Comedy Fantasy Horror Thriller;Yoga Hosers;8618793;0;880;Yoga Hosers;47;-5000000
3672;0;Horror Action;Navy Seals vs. Zombies;2394613;0;970;Navy Seals vs. Zombies;35;0
3673;0;Comedy Drama;Obsluhoval jsem anglického krále;2387463;0;1200;I Served the King of England;70;0
3674;5000000;Drama Comedy;Soul Kitchen;5461487;17872796;990;Soul Kitchen;71;12872796
3675;1000000;Drama;Sling Blade;1,48E+16;24475416;1350;Sling Blade;74;23475416
3676;4798235;Horror Thriller;The Awakening;2530216;209696;1070;The Awakening;63;-4588539
3677;4800000;Horror;Hostel;3,88E+16;80578934;940;Hostel;57;75778934
3678;0;Comedy Drama;A Cock and Bull Story;3,50E+16;0;940;A Cock and Bull Story;62;0
3679;5000000;Thriller Drama;Take Shelter;19807295;3099314;1200;Take Shelter;71;-1900686
3680;0;Horror Thriller;Lady in White;1435742;0;1120;Lady in White;63;0
3681;0;Drama Comedy;Driving Lessons;7,67E+16;0;980;Driving Lessons;63;0
3682;5000000;Comedy;Let's Kill Ward's Wife;8496364;0;810;Let's Kill Ward's Wife;55;-5000000
3683;4700000;Horror;The Texas Chainsaw Massacre 2;9617777;8025872;1010;The Texas Chainsaw Massacre 2;59;3325872
3684;4638783;Western;Pat Garrett & Billy the Kid;4,50E+16;11000000;1060;Pat Garrett & Billy the Kid;72;6361217
3685;4800000;Drama Thriller Crime;Only God Forgives;35754865;10337387;900;Only God Forgives;56;5537387
3686;0;Drama Romance;Camping Sauvage;20323;0;800;Camping Sauvage;48;0
3687;4;Comedy Romance;Without Men;28076;0;830;Without Men;46;-4
3688;0;Drama Family;Dear Frankie;3,11E+16;0;1050;Dear Frankie;70;0
3689;0;Action Comedy Drama Western;All Hat;137535;0;890;All Hat;10;0
3690;4600000;Drama Comedy Romance;Le Nom des gens;6368933;0;1000;The Names of Love;73;-4600000
3691;4700000;Drama Comedy;Treading Water;217538;0;920;Treading Water;56;-4700000
3692;4600000;Drama;Savage Grace;3,53E+16;0;970;Savage Grace;57;-4600000
3693;0;Drama;Out of the Blue;7,06E+15;0;1030;Out of the Blue;59;0
3694;4500000;Comedy Crime;Police Academy;15002502;146198896;960;Police Academy;65;141698896
3695;4500000;Romance Adventure Drama;The Blue Lagoon;22585384;58853106;1040;The Blue Lagoon;58;54353106
3696;6000000;Comedy Drama Romance;Four Weddings and a Funeral;2,98E+16;254700832;1170;Four Weddings and a Funeral;66;248700832
3697;4500000;Comedy;Fast Times at Ridgemont High;20403344;27092880;900;Fast Times at Ridgemont High;70;22592880
3698;4500000;Adventure Drama;Moby Dick;5224593;10400000;1160;Moby Dick;69;5900000
3699;15000000;Crime Drama;25th Hour;3,02E+15;13060843;1350;25th Hour;72;-1939157
3700;4500000;Crime Drama Romance Thriller;Bound;15359952;7011317;1080;Bound;69;2511317
3701;4500000;Crime Drama;Requiem for a Dream;11573034;7390108;1020;Requiem for a Dream;79;2890108
3702;0;Music Romance;State Fair;1847822;0;960;State Fair;62;0
3703;0;Drama Foreign Romance;Tango, no me dejes nunca;425551;0;1150;Tango;68;0
3704;4500000;Drama;Salvador;3,82E+16;0;1230;Salvador;70;-4500000
3705;5000000;Comedy;Moms' Night Out;10274542;10429707;980;Moms' Night Out;55;5429707
3706;6000000;Fantasy Drama Mystery;Donnie Darko;61210016;1270522;1130;Donnie Darko;77;-4729478
3707;0;Action Comedy Foreign;Salvando al Soldado Perez;1,77E+16;0;1050;Saving Private Perez;61;0
3708;4500000;Drama Foreign History;Karakter;1,17E+16;0;1220;Character;77;-4500000
3709;2000000;Comedy Crime Drama;Spun;6249262;0;1010;Spun;66;-2000000
3710;4500000;Comedy Drama;Life During Wartime;3,11E+16;744816;970;Life During Wartime;63;-3755184
3711;0;Drama Thriller;친절한 금자씨;1,71E+16;23803308;1150;Sympathy for Lady Vengeance;74;23803308
3712;0;Drama;Nannerl, la soeur de Mozart;774442;0;1200;Mozart's Sister;62;0
3713;0;Comedy Drama;Mean Machine;8816995;0;990;Mean Machine;60;0
3714;4500000;Action Crime Thriller;放‧逐;848639;0;1100;Exiled;70;-4500000
3715;0;Adventure Action Western;Blackthorn;5223096;623528;980;Blackthorn;66;623528
3716;0;Crime Drama;Lilja 4-Ever;7,76E+16;0;1090;Lilya 4-ever;77;0
3717;4500000;Drama Horror Mystery Thriller;After.Life;14570359;3606395;1040;After.Life;54;-893605
3718;0;Comedy Drama Thriller;Fugly;371337;0;1340;Fugly;53;0
3719;3000000;Drama;One Flew Over the Cuckoo's Nest;127525581;108981275;1330;One Flew Over the Cuckoo's Nest;82;105981275
3720;4400000;Comedy Horror;R.L. Stine's Monsterville: The Cabinet of Souls;3898737;0;850;R.L. Stine's Monsterville: The Cabinet of Souls;69;-4400000
3721;0;Comedy;Silent Movie;7,32E+16;0;860;Silent Movie;67;0
3722;4500000;Thriller Action Drama History;Airlift;2551559;32000000;1260;Airlift;73;27500000
3723;0;Drama Family;Anne of Green Gables;8772574;0;1990;Anne of Green Gables;82;0
3724;0;Adventure Action;Falcon Rising;6,99E+16;0;1030;Falcon Rising;55;0
3725;3730500;Action Drama Crime;The Sweeney;6,94E+15;6294161;1120;The Sweeney;57;2563661
3726;5000000;Crime Drama Thriller;Sexy Beast;1121273;0;890;Sexy Beast;70;-5000000
3727;0;Drama Thriller Crime;Snabba Cash;7217328;0;1240;Easy Money;65;0
3728;8000000;Drama Family;Whale Rider;1,24E+16;41400000;1010;Whale Rider;71;33400000
3729;3250000;Drama Family Foreign;Paa;2126139;0;1330;Paa;66;-3250000
3730;0;Thriller Mystery Science Fiction;Cargo;10142218;0;1200;Cargo;59;0
3731;4200000;Comedy Drama Family Music TV Movie;High School Musical;16536374;0;980;High School Musical;61;-4200000
3732;0;Drama Romance Foreign;Love and Death on Long Island;933891;0;930;Love and Death on Long Island;69;0
3733;4200000;Fantasy Action Thriller;Ночной дозор;1,25E+16;32000000;1140;Night Watch;63;27800000
3734;3705538;Romance Crime Drama Thriller;The Crying Game;8839651;62548947;1120;The Crying Game;69;58843409
3735;4000000;Comedy;Porky's;12891276;125728258;940;Porky's;61;121728258
3736;4000000;Horror Science Fiction;Survival of the Dead;10789912;0;900;Survival of the Dead;46;-4000000
3737;114000;Horror;Night of the Living Dead;25666029;30000000;960;Night of the Living Dead;75;29886000
3738;4000000;Drama;Lost in Translation;4566662;119723856;1020;Lost in Translation;73;115723856
3739;4000000;Comedy Drama Romance;Annie Hall;35892034;38251425;930;Annie Hall;78;34251425
3740;4000000;Action Drama Romance;The Greatest Show on Earth;8988455;36000000;1520;The Greatest Show on Earth;66;32000000
3741;4000000;Drama Romance;Monster's Ball;1,40E+16;44909486;1110;Monster's Ball;65;40909486
3742;4000000;Horror;Maggie;40016306;187112;950;Maggie;52;-3812888
3743;3600000;Drama Romance;Leaving Las Vegas;22030517;49800000;1120;Leaving Las Vegas;71;46200000
3744;4500000;Horror Comedy;Hansel and Gretel Get Baked;2503612;0;860;Hansel and Gretel Get Baked;48;-4500000
3745;4000000;Romance Drama Comedy;The Front Page;4117968;0;1050;The Front Page;69;-4000000
3746;4000000;Thriller;The Boy Next Door;24161735;52425855;910;The Boy Next Door;41;48425855
3747;4000000;Drama;Trapeze;1,38E+16;14400000;1050;Trapeze;64;10400000
3748;3500000;Comedy Drama;The Kids Are All Right;15338211;34705850;1060;The Kids Are All Right;65;31205850
3749;4000000;Action Horror Science Fiction Thriller;They Live;29852608;13008928;940;They Live;71;9008928
3750;4000000;Adventure Drama History Thriller War;The Great Escape;35061467;11744471;1720;The Great Escape;78;7744471
3751;0;Documentary;What the #$*! Do We (K)now!?;7,29E+16;10000000;1090;What the #$*! Do We (K)now!?;58;10000000
3752;5000000;Horror Thriller;The Last Exorcism Part II;10605752;15179302;880;The Last Exorcism Part II;44;10179302
3753;4000000;Drama;Boyhood;4340352;44349000;1640;Boyhood;75;40349000
3754;4000000;Comedy Mystery;Scoop;17229537;31584901;960;Scoop;64;27584901
3755;7000000;Action Comedy;The Wash;2453459;10229331;930;The Wash;53;3229331
3756;6000000;Action Comedy Romance;3 Strikes;1433692;9000000;820;3 Strikes;59;3000000
3757;32000000;Drama Romance;The Cooler;9976428;0;1010;The Cooler;67;-32000000
3758;4000000;Drama Action Romance;The Misfits;2,93E+16;8200000;1240;The Misfits;68;4200000
3759;0;Drama Thriller;The Night Listener;7,17E+15;0;910;The Night Listener;55;0
3760;0;Comedy Crime;The Jerky Boys;1,74E+16;0;820;The Jerky Boys;48;0
3761;0;Horror Drama Thriller;El orfanato;29071955;44000000;1050;The Orphanage;71;44000000
3762;0;Comedy Horror;A Haunted House 2;18428909;0;870;A Haunted House 2;54;0
3763;4000000;Comedy Drama Romance;The Rules of Attraction;11387335;0;1100;The Rules of Attraction;63;-4000000
3764;4000000;Action Drama Mystery Thriller;Topaz;5975604;6000000;1430;Topaz;61;2000000
3765;4000000;Comedy Crime;Let's Go to Prison;4,60E+15;4630045;840;Let's Go to Prison;55;630045
3766;4000000;Crime Comedy;Four Rooms;2287623;4300000;980;Four Rooms;65;300000
3767;4000000;Comedy Drama Romance;Secretary;19107285;9304609;1040;Secretary;67;5304609
3768;0;Documentary;The Real Cancun;4,56E+16;0;960;The Real Cancun;33;0
3769;4000000;Drama;Talk Radio;4541908;3468572;1100;Talk Radio;67;-531428
3770;0;Music Comedy;Waiting for Guffman;4348416;0;840;Waiting for Guffman;73;0
3771;0;Comedy Romance;Love Stinks;3,35E+16;0;940;Love Stinks;54;0
3772;4000000;Comedy Crime Thriller Romance;You Kill Me;6091951;2426851;900;You Kill Me;62;-1573149
3773;0;Comedy Drama;Thumbsucker;4757625;1919197;960;Thumbsucker;61;1919197
3774;4000000;Horror Action Thriller;Red State;12062371;1104682;880;Red State;59;-2895318
3775;4000000;Fantasy;Mirrormask;7,76E+16;866999;1010;Mirrormask;66;-3133001
3776;4000000;Drama Documentary;Samsara;1,28E+16;0;1020;Samsara;80;-4000000
3777;0;Fantasy Adventure;The Barbarians;1631993;0;870;The Barbarians;51;0
3778;0;Drama Romance;The Art of Getting By;12690224;1406224;830;The Art of Getting By;65;1406224
3779;0;Thriller Drama;Zipper;8516229;0;1030;Zipper;55;0
3780;0;Comedy Drama Thriller;Poolhall Junkies;590259;0;990;Poolhall Junkies;65;0
3781;4000000;Drama;The Loss of Sexual Innocence;2866934;0;1060;The Loss of Sexual Innocence;52;-4000000
3782;0;Drama Fantasy;Holy Motors;9140936;641100;1150;Holy Motors;69;641100
3783;4000000;Drama;Joe;22987897;2365467;1180;Joe;65;-1634533
3784;3000000;Crime Comedy Romance;Shooting Fish;1204941;302204;1090;Shooting Fish;70;-2697796
3785;1300000;Crime Drama Horror Thriller;Prison;7605291;354704;1020;Prison;67;-945296
3786;1500000;Comedy;Psycho Beach Party;2855963;0;950;Psycho Beach Party;60;-1500000
3787;0;Comedy Foreign;The Big Tease;502396;0;870;The Big Tease;58;0
3788;4000000;Drama;Guten Tag, Ramón;1771584;0;1190;Guten Tag, Ramón;81;-4000000
3789;9500000;Crime Drama Thriller;Trust;21230737;120000;1040;Trust;66;-9380000
3790;0;Comedy Crime;An Everlasting Piece;68246;0;1030;An Everlasting Piece;60;0
3791;0;Comedy Romance;Among Giants;541652;0;930;Among Giants;45;0
3792;16000000;Drama;Adore;18790221;318982;1000;Adore;61;-15681018
3793;4000000;Drama Romance;The Velocity of Gary;409089;0;1000;The Velocity of Gary;42;-4000000
3794;4000000;Drama;Los lunes al sol;3,66E+16;146402;1130;Mondays in the Sun;71;-3853598
3795;650000;Drama Horror Action Thriller Science Fiction;Stake Land;12496261;33245;980;Stake Land;62;-616755
3796;0;Drama;The Last Time I Committed Suicide;596889;0;920;The Last Time I Committed Suicide;67;0
3797;0;Drama;Praia do Futuro;2611364;0;1060;Futuro Beach;64;0
3798;4000000;Comedy Drama;Another Happy Day;3238466;355688;1190;Another Happy Day;62;-3644312
3799;4000000;Adventure Action Thriller Crime;A Lonely Place to Die;830723;25345000;990;A Lonely Place to Die;62;21345000
3800;0;Comedy Fantasy Science Fiction;Nothing;3408955;0;900;Nothing;58;0
3801;0;Drama;Географ глобус пропил;1,88E+16;4037782;1200;The Geographer Drank His Globe Away;73;4037782
3802;0;Drama Comedy History Music;1776;1,81E+16;0;1420;1776;71;0
3803;0;Thriller Romance;Inescapable;6783053;0;930;Inescapable;52;0
3804;3950000;Action Drama History;Hell's Angels;8484123;8000000;1270;Hell's Angels;61;4050000
3805;4000000;Comedy Drama Romance;Purple Violets;936232;0;1030;Purple Violets;57;-4000000
3806;4000000;Horror;The Veil;12822534;0;930;The Veil;45;-4000000
3807;0;Horror;The Loved Ones;4989985;0;840;The Loved Ones;66;0
3808;4000000;Horror;The Helpers;1390659;0;780;The Helpers;41;-4000000
3809;4000000;Comedy Romance TV Movie;How to Fall in Love;1923514;0;0;How to Fall in Love;52;-4000000
3810;0;Romance Adventure Drama;The Perfect Wave;4,12E+16;0;1130;The Perfect Wave;44;0
3811;3900000;Drama History;A Man for All Seasons;9541688;28350000;1200;A Man for All Seasons;75;24450000
3812;3800000;Drama;Network;17234745;23689877;1210;Network;77;19889877
3813;4000000;Drama Romance War;Gone with the Wind;4898255;400176459;2380;Gone with the Wind;77;396176459
3814;0;Drama;Desert Dancer;1972668;0;980;Desert Dancer;65;0
3815;3800000;War Western;Major Dundee;3490215;14873;1230;Major Dundee;62;-3785127
3816;3768785;Action Comedy Music Romance Western;Annie Get Your Gun;1726175;8000000;1070;Annie Get Your Gun;73;4231215
3817;967686;Comedy Crime Drama;Four Lions;20544999;4270000;1010;Four Lions;70;3302314
3818;0;Drama;Casa de Areia;389471;0;1150;The House of Sand;67;0
3819;3500000;Drama Action Comedy Crime;Defendor;845342;44462;1010;Defendor;65;-3455538
3820;3700000;Music Romance;The Pirate;90522;2956000;1020;The Pirate;66;-744000
3821;3800000;Drama Comedy Romance;The Good Heart;2201678;0;950;The Good Heart;60;-3800000
3822;4000000;Comedy Drama;The History Boys;3,77E+16;13401952;1090;The History Boys;66;9401952
3823;3600000;Drama;Midnight Cowboy;2,11E+16;44785053;1130;Midnight Cowboy;74;41185053
3824;3500000;Comedy;The Full Monty;17002623;257850122;910;The Full Monty;68;254350122
3825;3500000;Comedy;Airplane!;4,61E+16;83453539;880;Airplane!;71;79953539
3826;5000000;Thriller Adventure Action;Chain of Command;1398981;0;880;Chain of Command;53;-5000000
3827;3500000;Comedy;Friday;255748;28215918;910;Friday;70;24715918
3828;3500000;Drama Action Crime;Menace II Society;3,42E+16;27900000;970;Menace II Society;72;24400000
3829;3500000;Horror;Creepshow 2;10729884;14000000;920;Creepshow 2;59;10500000
3830;3716946;Action Comedy Western;The Ballad of Cable Hogue;2676535;5000000;1210;The Ballad of Cable Hogue;69;1283054
3831;3500000;Crime Drama;In Cold Blood;7,82E+16;13007551;1340;In Cold Blood;74;9507551
3832;3500000;Drama;The Nun's Story;3281509;12800000;1490;The Nun's Story;74;9300000
3833;3500000;Action Drama Thriller Crime Mystery;Harper;2938973;12000000;1210;Harper;62;8500000
3834;3500000;Crime Drama Mystery Thriller;Frenzy;10219942;12600000;1160;Frenzy;71;9100000
3835;3500000;Mystery Horror;The Witch;50319662;40423945;920;The Witch;63;36923945
3836;0;Action Comedy;I Got the Hook Up;593068;0;930;I Got the Hook Up;54;0
3837;3500000;Comedy Romance;She's the One;8406025;9482579;960;She's the One;57;5982579
3838;10000000;Drama;Gods and Monsters;5588652;6451628;1050;Gods and Monsters;68;-3548372
3839;2000000;Crime Drama Mystery Romance;El secreto de sus ojos;2,59E+16;33965843;1290;The Secret in Their Eyes;78;31965843
3840;0;Horror Thriller;Train;3,28E+16;0;940;Train;48;0
3841;3600000;Horror Comedy Fantasy;Evil Dead II;35674774;5923044;840;Evil Dead II;76;2323044
3842;0;Action Comedy;Pootie Tang;3115754;0;810;Pootie Tang;54;0
3843;1000000;TV Movie Horror;Sharknado;20466433;0;860;Sharknado;38;-1000000
3844;0;Drama Foreign;La otra conquista;15597;0;1050;The Other Conquest;54;0
3845;3500000;Fantasy Horror;Trolljegeren;12982319;4159678;1030;Troll Hunter;67;659678
3846;0;Comedy Romance;Ira & Abby;595136;0;1040;Ira & Abby;58;0
3847;3500000;Comedy Drama;Winter Passing;3643608;113783;980;Winter Passing;67;-3386217
3848;3500000;Action;D.E.B.S.;6396936;0;910;D.E.B.S.;56;-3500000
3849;0;Crime Action;The Masked Saint;909067;0;1110;The Masked Saint;29;0
3850;3500000;Crime Drama Mystery Thriller;The Betrayed;1348114;0;980;The Betrayed;52;-3500000
3851;0;Action Crime Comedy Thriller;Taxman;964802;0;1040;Taxman;20;0
3852;0;Drama;The Secret;4,23E+16;0;2000;The Secret;0;0
3853;3500000;Horror Thriller Mystery;02:13;1271621;0;960;02:13;46;-3500000
3854;3500000;Action Animation;Batman: The Dark Knight Returns, Part 2;25891466;0;780;Batman: The Dark Knight Returns, Part 2;79;-3500000
3855;3500000;Documentary;Time to Choose;1,62E+16;0;1000;Time to Choose;0;-3500000
3856;3500000;Action Adventure Drama Fantasy;In the Name of the King III;4304341;0;850;In the Name of the King III;33;-3500000
3857;3500000;Action Drama Thriller;Wicked Blood;3158056;0;920;Wicked Blood;53;-3500000
3858;0;Drama;Dawn Patrol;3230779;0;860;Stranded;50;0
3859;3440000;Crime Mystery Thriller;Lords of London;1913302;0;900;Lords of London;36;-3440000
3860;3400000;Comedy Music;High Anxiety;5690619;31063038;940;High Anxiety;65;27663038
3861;8000000;Documentary Family;La Marche de l'empereur;17537154;127392239;800;March of the Penguins;69;119392239
3862;3500000;Thriller Drama;Margin Call;2,63E+16;19504039;1070;Margin Call;67;16004039
3863;0;Drama;August;1,42E+16;0;1000;August;62;0
3864;3000000;Comedy Drama;Choke;11637458;3830137;920;Choke;60;830137
3865;3300000;Drama;Whiplash;192528841;13092000;1050;Whiplash;83;9792000
3866;3300000;Drama Crime;Cidade de Deus;44356711;30641770;1300;City of God;81;27341770
3867;600000;Comedy Drama;Human Traffic;4859873;4000000;990;Human Traffic;68;3400000
3868;3400000;Drama Music;To Write Love on Her Arms;6,72E+16;0;1180;To Write Love on Her Arms;68;-3400000
3869;0;Mystery Drama Crime Thriller;The Dead Girl;3069605;0;850;The Dead Girl;64;0
3870;3800000;Drama;Jagten;21826888;16800000;1150;The Hunt;79;13000000
3871;0;Comedy Family;A Christmas Story;15128316;19294144;940;A Christmas Story;74;19294144
3872;0;Drama Romance;Bella;1814802;0;910;Bella;67;0
3873;4300000;Action Drama Horror Crime Thriller;Class of 1984;5643023;0;980;Class of 1984;62;-4300000
3874;3300000;Comedy;Opposite Sex;2964785;45000;960;The Opposite Sex;41;-3255000
3875;2000000;Romance Drama;Dreaming of Joseph Lees;11615;7;920;Dreaming of Joseph Lees;80;-1999993
3876;0;Drama;Entre les murs;1,34E+16;28814580;1280;The Class;68;28814580
3877;3200000;Horror Drama Mystery;Rosemary's Baby;26180367;33395426;1360;Rosemary's Baby;75;30195426
3878;3200000;Western;The Man Who Shot Liberty Valance;11735287;8000000;1230;The Man Who Shot Liberty Valance;74;4800000
3879;0;Drama Romance;Adam;8308442;2277396;990;Adam;69;2277396
3880;0;Drama Thriller Crime;María, llena eres de gracia;3027892;0;1010;Maria Full of Grace;69;0
3881;3200000;Drama Romance Comedy;Beginners;1,19E+16;5332926;1050;Beginners;68;2132926
3882;0;Action Comedy Horror;Feast;8825113;658573;950;Feast;61;658573
3883;2700000;Comedy;Animal House;17332585;141000000;1090;Animal House;70;138300000
3884;2500000;Adventure Action Thriller;Goldfinger;47812466;124881062;1100;Goldfinger;72;122381062
3885;2400000;Science Fiction Horror;Antiviral;11753553;0;1100;Antiviral;57;-2400000
3886;3180000;Drama Family Fantasy;It's a Wonderful Life;42868495;9644124;1300;It's a Wonderful Life;80;6464124
3887;4000000;Drama Crime;Trainspotting;63513324;16491080;930;Trainspotting;78;12491080
3888;0;Comedy;The Original Kings of Comedy;1918959;0;1150;The Original Kings of Comedy;63;0
3889;3000000;Horror Thriller;Paranormal Activity 2;22789649;177512032;910;Paranormal Activity 2;57;174512032
3890;0;Comedy Romance;Waking Ned;5735912;0;910;Waking Ned;74;0
3891;4000000;Documentary;Bowling for Columbine;11414843;35564473;1200;Bowling for Columbine;73;31564473
3892;0;Drama;归来;6017273;0;1110;Coming Home;69;0
3893;3000000;Horror;A Nightmare on Elm Street Part 2: Freddy's Revenge;21607228;29999213;870;A Nightmare on Elm Street Part 2: Freddy's Revenge;57;26999213
3894;3000000;Drama Romance;A Room with a View;7,96E+16;20966644;1170;A Room with a View;69;17966644
3895;3000000;Science Fiction Horror Thriller;The Purge;5,44E+15;89328627;860;The Purge;60;86328627
3896;3000000;Horror Thriller Mystery;Sinister;41045084;77712439;1100;Sinister;67;74712439
3897;3000000;Comedy;Martin Lawrence Live: Runteldat;2,95E+16;19184015;1130;Martin Lawrence Live: Runteldat;50;16184015
3898;3000000;Drama Romance;Cat on a Hot Tin Roof;16553594;17570324;1080;Cat on a Hot Tin Roof;76;14570324
3899;3000000;Adventure Science Fiction Mystery;Beneath the Planet of the Apes;24393296;18999718;950;Beneath the Planet of the Apes;62;15999718
3900;3000000;Comedy Family Drama;Air Bud;11241802;23144499;980;Air Bud;53;20144499
3901;16000000;Adventure Fantasy Animation Action Family;Pokémon 3: The Movie;918885;68411275;930;Pokémon: Spell of the Unknown;59;52411275
3902;3000000;Horror Mystery Thriller;Friday the 13th Part VI: Jason Lives;11158167;19472057;860;Friday the 13th Part VI: Jason Lives;57;16472057
3903;3000000;Drama History War;The Bridge on the River Kwai;23109959;33300000;1610;The Bridge on the River Kwai;77;30300000
3904;3000000;Comedy Family Science Fiction;Spaced Invaders;1586598;15369573;1000;Spaced Invaders;47;12369573
3905;2000000;Comedy Crime Thriller;Family Plot;3,83E+16;7900000;1210;Family Plot;67;5900000
3906;3000000;Comedy Drama Romance;The Apartment;22889294;25000000;1250;The Apartment;81;22000000
3907;3000000;Fantasy Horror Thriller;Jason Goes to Hell: The Final Friday;1,03E+16;15938065;870;Jason Goes to Hell: The Final Friday;42;12938065
3908;3000000;Mystery Thriller;Torn Curtain;7,92E+15;13000000;1280;Torn Curtain;64;10000000
3909;3000000;Comedy Documentary Music;Dave Chappelle's Block Party;1697846;11718595;1000;Dave Chappelle's Block Party;64;8718595
3910;0;Romance Thriller Western;Slow West;1,49E+16;229094;840;Slow West;66;229094
3911;3000000;Drama Music Romance;Krush Groove;720091;0;970;Krush Groove;70;-3000000
3912;0;Action Comedy Crime;Next Day Air;2747402;0;840;Next Day Air;53;0
3913;3000000;Drama;Elmer Gantry;6,73E+15;10400000;1460;Elmer Gantry;73;7400000
3914;3000000;Drama History;Judgment at Nuremberg;13338539;10000000;1860;Judgment at Nuremberg;76;7000000
3915;0;Comedy Romance;Trippin';185373;9016377;940;Trippin';45;9016377
3916;3000000;Western;Red River;5,34E+16;9012000;1330;Red River;73;6012000
3917;0;Comedy Romance;Phat Girlz;9,83E+15;0;990;Phat Girlz;37;0
3918;3000000;Romance Drama;Before Midnight;23299907;11176469;1080;Before Midnight;74;8176469
3919;0;Comedy Fantasy Family;Teen Wolf Too;4103764;0;950;Teen Wolf Too;38;0
3920;3000000;Action Horror Science Fiction Thriller;Phantasm II;5003615;7282851;970;Phantasm II;63;4282851
3921;3000000;Drama;Woman Thou Art Loosed;2,00E+16;6804016;940;Woman Thou Art Loosed;50;3804016
3922;0;Comedy Drama;Real Women Have Curves;1026243;0;860;Real Women Have Curves;58;0
3923;0;Drama Foreign Romance;Water;2787375;10422387;1150;Water;68;10422387
3924;3800000;Comedy;East Is East;3,67E+16;28200000;970;East Is East;65;24400000
3925;3000000;Comedy Romance;Whipped;2144354;0;820;Whipped;31;-3000000
3926;3000000;Drama History Romance;Kama Sutra - A Tale of Love;3937939;4109095;1170;Kama Sutra - A Tale of Love;57;1109095
3927;3000000;Comedy Drama;Please Give;5325156;0;900;Please Give;60;-3000000
3928;3000000;Family Fantasy;Willy Wonka & the Chocolate Factory;23981601;4000000;1000;Willy Wonka & the Chocolate Factory;74;1000000
3929;0;Fantasy Horror Science Fiction;Warlock: The Armageddon;3107149;0;980;Warlock: The Armageddon;52;0
3930;0;Comedy Crime;8 Heads in a Duffel Bag;5016607;0;950;8 Heads in a Duffel Bag;54;0
3931;0;Drama Romance;Days of Heaven;13857194;0;940;Days of Heaven;76;0
3932;0;Drama;Thirteen Conversations About One Thing;6997495;0;1040;Thirteen Conversations About One Thing;64;0
3933;3000000;Comedy;Jawbreaker;4337685;3076820;870;Jawbreaker;59;76820
3934;2962051;Drama History;Basquiat;3,64E+16;3011195;1080;Basquiat;66;49144
